

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   406.00000 -0.846617E+02  0.733749E+02 -0.846716E+02  0.626201E+02 -0.191993E+02   -440.040   -389.307   -335.637     406
   407.00000 -0.846163E+02  0.734310E+02 -0.846261E+02  0.626762E+02 -0.192302E+02   -463.553   -406.521   -336.135     407
   408.00000 -0.845770E+02  0.734833E+02 -0.845867E+02  0.627285E+02 -0.192609E+02   -481.111   -420.909   -336.982     408
   409.00000 -0.845112E+02  0.735389E+02 -0.845210E+02  0.627841E+02 -0.192913E+02   -529.968   -441.428   -338.192     409
   410.00000 -0.845112E+02  0.735539E+02 -0.845200E+02  0.627992E+02 -0.193213E+02   -496.246   -445.841   -339.804     410
   411.00000 -0.845112E+02  0.735857E+02 -0.845204E+02  0.628309E+02 -0.193508E+02   -481.267   -442.655   -341.772     411
   412.00000 -0.845112E+02  0.736769E+02 -0.845219E+02  0.629221E+02 -0.193797E+02   -479.484   -445.536   -343.968     412
   413.00000 -0.844758E+02  0.737458E+02 -0.844860E+02  0.629910E+02 -0.194081E+02   -535.989   -468.600   -346.367     413
   414.00000 -0.844682E+02  0.738628E+02 -0.844795E+02  0.631080E+02 -0.194357E+02   -535.098   -478.644   -348.968     414
   415.00000 -0.844320E+02  0.739723E+02 -0.844432E+02  0.632175E+02 -0.194627E+02   -612.766   -512.420   -351.675     415
   416.00000 -0.843601E+02  0.740529E+02 -0.843705E+02  0.632981E+02 -0.194889E+02   -763.293   -557.577   -354.532     416
   417.00000 -0.843185E+02  0.741634E+02 -0.843297E+02  0.634086E+02 -0.195144E+02   -790.901   -583.533   -357.522     417
   418.00000 -0.842954E+02  0.742577E+02 -0.843062E+02  0.635029E+02 -0.195391E+02   -820.357   -615.191   -360.663     418
   419.00000 -0.842640E+02  0.743852E+02 -0.842756E+02  0.636304E+02 -0.195629E+02   -899.412   -646.373   -363.917     419
   420.00000 -0.841918E+02  0.745064E+02 -0.842033E+02  0.637517E+02 -0.195859E+02  -1359.248   -725.275   -367.294     420
   421.00000 -0.841420E+02  0.746540E+02 -0.841540E+02  0.638991E+02 -0.196080E+02  -1689.788   -798.916   -370.814     421
   422.00000 -0.840935E+02  0.747923E+02 -0.841048E+02  0.640361E+02 -0.196292E+02  -2719.118   -916.457   -374.481     422
   423.00000 -0.840956E+02  0.749319E+02 -0.841069E+02  0.641748E+02 -0.196498E+02  -1766.940   -954.374   -378.247     423
   424.00000 -0.841099E+02  0.750472E+02 -0.841212E+02  0.642899E+02 -0.196695E+02  -1512.488   -972.797   -382.272     424
   425.00000 -0.840954E+02  0.751625E+02 -0.841066E+02  0.644043E+02 -0.196880E+02  -2078.412  -1047.864   -387.229     425
   426.00000 -0.842154E+02  0.752317E+02 -0.842266E+02  0.644734E+02 -0.197059E+02   -841.638   -914.358   -392.704     426
   427.00000 -0.842354E+02  0.754095E+02 -0.842466E+02  0.646512E+02 -0.197233E+02  -1154.385   -990.193   -397.971     427
   428.00000 -0.842354E+02  0.755847E+02 -0.842466E+02  0.648262E+02 -0.197402E+02  -1545.983  -1109.325   -403.148     428
   429.00000 -0.848854E+02  0.756271E+02 -0.848966E+02  0.648686E+02 -0.197566E+02   -322.880   -707.684   -408.275     429
   430.00000 -0.849554E+02  0.756837E+02 -0.849666E+02  0.649252E+02 -0.197725E+02   -488.964   -645.326   -413.346     430
   431.00000 -0.849533E+02  0.757689E+02 -0.849646E+02  0.650104E+02 -0.197879E+02   -609.929   -655.103   -418.358     431
   432.00000 -0.849533E+02  0.758146E+02 -0.849643E+02  0.650561E+02 -0.198027E+02   -669.157   -667.700   -423.296     432
   433.00000 -0.853033E+02  0.758763E+02 -0.853143E+02  0.651178E+02 -0.198172E+02   -363.243   -567.830   -428.173     433
   434.00000 -0.852926E+02  0.760124E+02 -0.853041E+02  0.652539E+02 -0.198312E+02   -553.374   -591.674   -432.932     434
   435.00000 -0.852926E+02  0.761844E+02 -0.853044E+02  0.654259E+02 -0.198447E+02   -651.834   -643.861   -437.521     435
   436.00000 -0.855026E+02  0.762561E+02 -0.855144E+02  0.654977E+02 -0.198578E+02   -437.220   -590.484   -441.994     436
   437.00000 -0.856627E+02  0.764434E+02 -0.856744E+02  0.656849E+02 -0.198706E+02   -450.835   -592.234   -446.288     437
   438.00000 -0.856627E+02  0.766226E+02 -0.856744E+02  0.658641E+02 -0.198828E+02   -628.211   -646.375   -450.392     438
   439.00000 -0.856627E+02  0.767639E+02 -0.856741E+02  0.660054E+02 -0.198947E+02   -736.822   -700.639   -454.296     439
   440.00000 -0.856349E+02  0.769324E+02 -0.856467E+02  0.661739E+02 -0.199062E+02   -973.314   -782.735   -458.061     440
   441.00000 -0.857349E+02  0.771071E+02 -0.857467E+02  0.663486E+02 -0.199174E+02   -704.474   -803.680   -461.720     441
   442.00000 -0.858449E+02  0.772842E+02 -0.858567E+02  0.665257E+02 -0.199282E+02   -664.424   -821.286   -465.259     442
   443.00000 -0.858449E+02  0.773741E+02 -0.858560E+02  0.666156E+02 -0.199387E+02   -907.910   -868.465   -468.730     443
   444.00000 -0.858310E+02  0.775352E+02 -0.858429E+02  0.667767E+02 -0.199488E+02  -1159.839   -945.661   -472.168     444
   445.00000 -0.858285E+02  0.776975E+02 -0.858405E+02  0.669390E+02 -0.199586E+02  -1378.317  -1055.282   -475.617     445
   446.00000 -0.858285E+02  0.777953E+02 -0.858388E+02  0.670363E+02 -0.199680E+02  -1651.260  -1187.436   -479.138     446
   447.00000 -0.863385E+02  0.778752E+02 -0.863488E+02  0.671161E+02 -0.199772E+02   -380.337   -858.873   -482.728     447
   448.00000 -0.873985E+02  0.779806E+02 -0.874088E+02  0.672215E+02 -0.199860E+02   -213.153   -530.748   -486.931     448
   449.00000 -0.882385E+02  0.780788E+02 -0.882488E+02  0.673197E+02 -0.199946E+02   -198.583   -348.847   -491.893     449
   450.00000 -0.882385E+02  0.782171E+02 -0.882490E+02  0.674580E+02 -0.200030E+02   -319.448   -363.092   -496.527     450
   451.00000 -0.882385E+02  0.783728E+02 -0.882492E+02  0.676138E+02 -0.200111E+02   -382.340   -402.340   -500.967     451
   452.00000 -0.882585E+02  0.784983E+02 -0.882692E+02  0.677392E+02 -0.200192E+02   -425.529   -437.568   -505.212     452
   453.00000 -0.883285E+02  0.785689E+02 -0.883392E+02  0.678098E+02 -0.200271E+02   -412.711   -445.426   -508.998     453
   454.00000 -0.883485E+02  0.787555E+02 -0.883592E+02  0.679964E+02 -0.200349E+02   -482.852   -485.835   -512.033     454
   455.00000 -0.882994E+02  0.790011E+02 -0.883105E+02  0.682421E+02 -0.200427E+02   -683.828   -571.662   -514.029     455
   456.00000 -0.882499E+02  0.792301E+02 -0.882608E+02  0.684710E+02 -0.200503E+02   -948.764   -677.276   -515.081     456
   457.00000 -0.882499E+02  0.794359E+02 -0.882606E+02  0.686768E+02 -0.200579E+02  -1013.479   -767.248   -515.572     457
   458.00000 -0.883799E+02  0.795381E+02 -0.883905E+02  0.687791E+02 -0.200656E+02   -634.602   -727.337   -515.733     458
   459.00000 -0.883999E+02  0.796844E+02 -0.884106E+02  0.689254E+02 -0.200732E+02   -810.613   -773.000   -515.729     459
   460.00000 -0.883999E+02  0.798266E+02 -0.884105E+02  0.690675E+02 -0.200808E+02   -971.016   -835.050   -515.842     460
   461.00000 -0.883944E+02  0.800356E+02 -0.884056E+02  0.692765E+02 -0.200884E+02  -1231.144   -947.339   -516.251     461
   462.00000 -0.883944E+02  0.802677E+02 -0.884058E+02  0.695084E+02 -0.200960E+02  -1568.594  -1114.896   -516.985     462
   463.00000 -0.889944E+02  0.804033E+02 -0.890058E+02  0.696440E+02 -0.201036E+02   -346.733   -799.032   -517.985     463
   464.00000 -0.889944E+02  0.805154E+02 -0.890057E+02  0.697561E+02 -0.201111E+02   -636.979   -787.721   -519.362     464
   465.00000 -0.889944E+02  0.807423E+02 -0.890067E+02  0.699830E+02 -0.201185E+02   -836.515   -868.294   -521.083     465
   466.00000 -0.889944E+02  0.810465E+02 -0.890076E+02  0.702872E+02 -0.201259E+02  -1145.256  -1038.481   -523.120     466
   467.00000 -0.889944E+02  0.812326E+02 -0.890061E+02  0.704730E+02 -0.201332E+02  -1554.034  -1249.240   -525.420     467
   468.00000 -0.891644E+02  0.813225E+02 -0.891761E+02  0.705628E+02 -0.201404E+02   -705.714  -1142.228   -527.901     468
   469.00000 -0.891644E+02  0.815025E+02 -0.891767E+02  0.707424E+02 -0.201475E+02  -1205.049  -1252.643   -530.597     469
   470.00000 -0.891543E+02  0.817948E+02 -0.891671E+02  0.710227E+02 -0.201545E+02  -2053.190  -1592.117   -533.482     470
   471.00000 -0.904643E+02  0.818832E+02 -0.904771E+02  0.711093E+02 -0.201615E+02   -214.955   -787.650   -536.472     471
   472.00000 -0.904643E+02  0.821027E+02 -0.904773E+02  0.713288E+02 -0.201683E+02   -471.874   -702.723   -539.593     472
   473.00000 -0.905943E+02  0.823032E+02 -0.906073E+02  0.715294E+02 -0.201750E+02   -474.361   -704.936   -542.815     473
   474.00000 -0.905943E+02  0.824950E+02 -0.906072E+02  0.717211E+02 -0.201815E+02   -679.053   -771.847   -546.129     474
   475.00000 -0.910343E+02  0.827460E+02 -0.910472E+02  0.719721E+02 -0.201880E+02   -359.512   -714.671   -549.511     475
   476.00000 -0.910343E+02  0.831057E+02 -0.910479E+02  0.723318E+02 -0.201943E+02   -687.683   -832.438   -552.950     476
   477.00000 -0.910343E+02  0.833330E+02 -0.910468E+02  0.725591E+02 -0.202005E+02   -940.338   -980.237   -556.423     477
   478.00000 -0.910343E+02  0.835471E+02 -0.910466E+02  0.727732E+02 -0.202066E+02  -1238.823  -1150.223   -559.899     478
   479.00000 -0.911343E+02  0.837222E+02 -0.911466E+02  0.729483E+02 -0.202125E+02   -864.417  -1214.355   -563.369     479
   480.00000 -0.911343E+02  0.840112E+02 -0.911473E+02  0.732331E+02 -0.202183E+02  -1534.918  -1507.257   -566.817     480
   481.00000 -0.913343E+02  0.842358E+02 -0.913473E+02  0.734471E+02 -0.202240E+02   -706.072  -1565.258   -570.240     481
   482.00000 -0.913843E+02  0.844746E+02 -0.913973E+02  0.736691E+02 -0.202296E+02  -1057.338  -1792.383   -573.638     482
   483.00000 -0.913555E+02  0.848373E+02 -0.913682E+02  0.739714E+02 -0.202351E+02  -3469.581  -2541.792   -577.014     483
   484.00000 -0.913555E+02  0.852165E+02 -0.913659E+02  0.741691E+02 -0.202404E+02  -5194.115  -3829.934   -580.381     484
   485.00000 -0.913555E+02  0.853793E+02 -0.913650E+02  0.742336E+02 -0.202456E+02  -6335.387  -4470.472   -583.749     485
   486.00000 -0.913555E+02  0.856347E+02 -0.913644E+02  0.743029E+02 -0.202506E+02  -7211.390  -4794.290   -587.139     486
   487.00000 -0.916355E+02  0.858662E+02 -0.916445E+02  0.744017E+02 -0.202556E+02   -717.605  -3899.222   -590.532     487
   488.00000 -0.916481E+02  0.862600E+02 -0.916570E+02  0.745973E+02 -0.202604E+02  -1877.211  -4211.470   -593.963     488
   489.00000 -0.918881E+02  0.865861E+02 -0.918970E+02  0.747536E+02 -0.202651E+02   -724.770  -4064.850   -597.445     489
   490.00000 -0.919078E+02  0.869501E+02 -0.919167E+02  0.749348E+02 -0.202697E+02  -1611.047  -4286.165   -600.998     490
   491.00000 -0.926678E+02  0.872042E+02 -0.926766E+02  0.750769E+02 -0.202742E+02   -329.360  -3177.982   -604.642     491
   492.00000 -0.927678E+02  0.874788E+02 -0.927766E+02  0.752853E+02 -0.202785E+02   -611.155  -2616.682   -608.440     492
   493.00000 -0.927678E+02  0.878212E+02 -0.927769E+02  0.755613E+02 -0.202827E+02  -1121.370  -2794.571   -612.551     493
   494.00000 -0.927643E+02  0.882678E+02 -0.927735E+02  0.758576E+02 -0.202867E+02  -2179.470  -3633.123   -617.833     494
   495.00000 -0.927643E+02  0.886351E+02 -0.927712E+02  0.760305E+02 -0.202907E+02  -4184.317  -4768.213   -622.915     495
   496.00000 -0.927643E+02  0.889383E+02 -0.927695E+02  0.761073E+02 -0.202946E+02  -6347.552  -5656.077   -627.808     496
   497.00000 -0.927643E+02  0.892708E+02 -0.927676E+02  0.761415E+02 -0.202984E+02  -8009.875  -6169.646   -632.568     497
   498.00000 -0.927643E+02  0.896783E+02 -0.927676E+02  0.761812E+02 -0.203022E+02  -7830.917  -6165.412   -637.260     498
   499.00000 -0.927643E+02  0.900828E+02 -0.927676E+02  0.762184E+02 -0.203059E+02  -8050.111  -6279.806   -641.888     499
   500.00000 -0.927643E+02  0.905868E+02 -0.927676E+02  0.762606E+02 -0.203095E+02  -8002.413  -6325.747   -646.462     500
   501.00000 -0.927643E+02  0.910164E+02 -0.927676E+02  0.762948E+02 -0.203131E+02  -8020.184  -6411.484   -650.985     501
   502.00000 -0.928043E+02  0.913347E+02 -0.928080E+02  0.763349E+02 -0.203167E+02  -2689.199  -6124.391   -655.484     502
   503.00000 -0.928043E+02  0.915389E+02 -0.928069E+02  0.763631E+02 -0.203201E+02  -5255.190  -6182.822   -659.928     503
   504.00000 -0.931943E+02  0.916779E+02 -0.931969E+02  0.764047E+02 -0.203236E+02   -551.127  -4767.848   -664.332     504
   505.00000 -0.946344E+02  0.919511E+02 -0.946370E+02  0.765741E+02 -0.203269E+02   -206.524  -2529.623   -668.693     505
   506.00000 -0.971743E+02  0.919924E+02 -0.971769E+02  0.766132E+02 -0.203302E+02   -119.647   -399.481   -673.010     506
   507.00000 -0.978344E+02  0.921023E+02 -0.978370E+02  0.767230E+02 -0.203335E+02   -175.278   -235.505   -677.285     507
   508.00000 -0.978344E+02  0.924134E+02 -0.978377E+02  0.770341E+02 -0.203367E+02   -281.968   -296.702   -681.517     508
   509.00000 -0.978344E+02  0.926215E+02 -0.978368E+02  0.772423E+02 -0.203398E+02   -349.673   -353.135   -685.698     509
   510.00000 -0.980171E+02  0.930697E+02 -0.980196E+02  0.776905E+02 -0.203429E+02   -362.556   -413.673   -689.790     510
   511.00000 -0.980082E+02  0.934749E+02 -0.980104E+02  0.780956E+02 -0.203459E+02   -563.912   -519.037   -693.519     511
   512.00000 -0.979956E+02  0.939154E+02 -0.979981E+02  0.785362E+02 -0.203489E+02   -835.938   -670.665   -696.285     512
   513.00000 -0.979956E+02  0.944578E+02 -0.979994E+02  0.790786E+02 -0.203518E+02  -1374.970   -947.657   -697.696     513
   514.00000 -0.979956E+02  0.949862E+02 -0.979905E+02  0.794347E+02 -0.203548E+02  -3177.715  -1638.912   -697.127     514
   515.00000 -0.979956E+02  0.954043E+02 -0.979882E+02  0.796704E+02 -0.203578E+02  -4765.919  -2420.618   -695.159     515
   516.00000 -0.981169E+02  0.958383E+02 -0.981097E+02  0.799700E+02 -0.203608E+02  -1309.592  -2956.954   -692.483     516
   517.00000 -0.980602E+02  0.962994E+02 -0.980560E+02  0.801950E+02 -0.203638E+02-100000.000  -5798.236   -688.830     517
   518.00000 -0.980441E+02  0.967781E+02 -0.980473E+02  0.803430E+02 -0.203669E+02-100000.000  -6579.346   -684.750     518
   519.00000 -0.980540E+02  0.971268E+02 -0.980573E+02  0.804334E+02 -0.203701E+02  -8808.389  -5197.043   -680.691     519
   520.00000 -0.980540E+02  0.974616E+02 -0.980573E+02  0.805117E+02 -0.203733E+02  -9745.296  -5320.396   -677.058     520
   521.00000 -0.992241E+02  0.976948E+02 -0.992274E+02  0.806432E+02 -0.203765E+02   -259.774  -2329.773   -673.910     521
   522.00000 -0.101524E+03  0.977468E+02 -0.101527E+03  0.806923E+02 -0.203798E+02   -134.021   -469.479   -671.455     522
   523.00000 -0.102504E+03  0.979562E+02 -0.102507E+03  0.809017E+02 -0.203831E+02   -166.976   -251.690   -669.740     523
   524.00000 -0.102564E+03  0.981996E+02 -0.102567E+03  0.811452E+02 -0.203864E+02   -269.560   -295.755   -668.725     524
   525.00000 -0.105604E+03  0.984219E+02 -0.105607E+03  0.813675E+02 -0.203898E+02    -97.445   -136.475   -668.310     525
   526.00000 -0.105631E+03  0.988328E+02 -0.105635E+03  0.817783E+02 -0.203931E+02   -200.844   -199.097   -668.367     526
   527.00000 -0.105617E+03  0.993413E+02 -0.105621E+03  0.822869E+02 -0.203965E+02   -277.935   -260.714   -667.297     527
   528.00000 -0.106137E+03  0.996844E+02 -0.106141E+03  0.826299E+02 -0.203999E+02   -216.149   -253.791   -660.958     528
   529.00000 -0.106387E+03  0.998260E+02 -0.106391E+03  0.827715E+02 -0.204034E+02   -233.155   -256.070   -641.739     529
   530.00000 -0.107107E+03  0.999129E+02 -0.107111E+03  0.828585E+02 -0.204074E+02   -178.152   -217.865   -610.286     530
   531.00000 -0.107487E+03  0.100159E+03 -0.107491E+03  0.831050E+02 -0.204123E+02   -203.648   -226.433   -573.905     531
   532.00000 -0.107497E+03  0.100523E+03 -0.107501E+03  0.834684E+02 -0.204187E+02   -286.273   -275.740   -532.666     532
   533.00000 -0.107497E+03  0.100831E+03 -0.107500E+03  0.837763E+02 -0.204267E+02   -344.529   -319.672   -492.487     533
   534.00000 -0.107527E+03  0.101059E+03 -0.107530E+03  0.840042E+02 -0.204366E+02   -368.394   -348.826   -461.439     534
   535.00000 -0.109827E+03  0.101384E+03 -0.109830E+03  0.843297E+02 -0.204491E+02   -119.574   -176.157   -433.669     535
   536.00000 -0.109826E+03  0.101892E+03 -0.109831E+03  0.848379E+02 -0.204642E+02   -237.872   -233.318   -412.432     536
   537.00000 -0.109826E+03  0.102279E+03 -0.109830E+03  0.852243E+02 -0.204812E+02   -306.003   -287.475   -394.110     537
   538.00000 -0.109866E+03  0.102740E+03 -0.109870E+03  0.856854E+02 -0.205000E+02   -372.126   -344.782   -378.387     538
   539.00000 -0.109866E+03  0.103304E+03 -0.109870E+03  0.862499E+02 -0.205227E+02   -521.994   -435.208   -364.233     539
   540.00000 -0.110176E+03  0.103766E+03 -0.110180E+03  0.867111E+02 -0.205482E+02   -378.466   -445.311   -352.990     540
   541.00000 -0.111466E+03  0.104279E+03 -0.111470E+03  0.872245E+02 -0.205759E+02   -185.386   -312.276   -346.044     541
   542.00000 -0.111481E+03  0.104800E+03 -0.111485E+03  0.877456E+02 -0.206048E+02   -374.656   -375.216   -342.919     542
   543.00000 -0.111481E+03  0.105298E+03 -0.111485E+03  0.882437E+02 -0.206341E+02   -544.830   -477.699   -342.408     543
   544.00000 -0.112151E+03  0.105622E+03 -0.112155E+03  0.885679E+02 -0.206634E+02   -263.225   -395.862   -343.055     544
   545.00000 -0.112161E+03  0.106107E+03 -0.112165E+03  0.890528E+02 -0.206923E+02   -493.796   -479.182   -344.535     545
   546.00000 -0.112161E+03  0.106606E+03 -0.112165E+03  0.895518E+02 -0.207208E+02   -754.457   -621.867   -346.703     546
   547.00000 -0.112631E+03  0.106902E+03 -0.112635E+03  0.898478E+02 -0.207486E+02   -350.981   -539.002   -349.324     547
   548.00000 -0.112617E+03  0.107412E+03 -0.112622E+03  0.903576E+02 -0.207757E+02   -740.688   -674.570   -352.427     548
   549.00000 -0.112614E+03  0.107906E+03 -0.112619E+03  0.908511E+02 -0.208018E+02  -1276.954   -932.906   -355.981     549
   550.00000 -0.112614E+03  0.108414E+03 -0.112618E+03  0.913379E+02 -0.208269E+02  -2592.933  -1474.350   -359.873     550
   551.00000 -0.113234E+03  0.108793E+03 -0.113238E+03  0.916990E+02 -0.208513E+02   -386.600  -1121.927   -364.006     551
   552.00000 -0.113224E+03  0.109236E+03 -0.113228E+03  0.921295E+02 -0.208744E+02  -1130.444  -1366.418   -368.451     552
   553.00000 -0.113404E+03  0.109745E+03 -0.113408E+03  0.925938E+02 -0.208965E+02   -783.661  -1865.046   -373.162     553
   554.00000 -0.114014E+03  0.110230E+03 -0.114018E+03  0.930063E+02 -0.209173E+02   -377.400  -1805.832   -378.152     554
   555.00000 -0.114374E+03  0.110356E+03 -0.114378E+03  0.931231E+02 -0.209368E+02   -392.062  -1122.308   -383.568     555
   556.00000 -0.114624E+03  0.110669E+03 -0.114628E+03  0.934331E+02 -0.209550E+02   -450.954  -1004.501   -390.646     556
   557.00000 -0.114616E+03  0.111146E+03 -0.114622E+03  0.939070E+02 -0.209725E+02   -962.790  -1246.328   -397.493     557
   558.00000 -0.114616E+03  0.111685E+03 -0.114621E+03  0.943757E+02 -0.209892E+02  -1939.609  -1981.345   -404.084     558
   559.00000 -0.114616E+03  0.112209E+03 -0.114618E+03  0.946900E+02 -0.210054E+02  -4634.846  -3486.981   -410.512     559
   560.00000 -0.114706E+03  0.112517E+03 -0.114708E+03  0.948514E+02 -0.210210E+02  -1492.172  -3859.588   -416.816     560
   561.00000 -0.120176E+03  0.112622E+03 -0.120178E+03  0.949444E+02 -0.210361E+02    -78.922   -157.002   -422.984     561
   562.00000 -0.120186E+03  0.112983E+03 -0.120188E+03  0.953054E+02 -0.210505E+02   -206.963   -211.097   -429.008     562
   563.00000 -0.120186E+03  0.113490E+03 -0.120188E+03  0.958122E+02 -0.210644E+02   -290.642   -279.225   -434.384     563
   564.00000 -0.120866E+03  0.113894E+03 -0.120868E+03  0.962168E+02 -0.210779E+02   -208.193   -261.201   -437.178     564
   565.00000 -0.122746E+03  0.114152E+03 -0.122748E+03  0.964745E+02 -0.210914E+02   -123.547   -166.121   -434.499     565
   566.00000 -0.122739E+03  0.114665E+03 -0.122743E+03  0.969870E+02 -0.211056E+02   -230.349   -223.962   -425.621     566
   567.00000 -0.123709E+03  0.115112E+03 -0.123713E+03  0.974343E+02 -0.211209E+02   -164.842   -201.280   -410.834     567
   568.00000 -0.124959E+03  0.115231E+03 -0.124962E+03  0.975536E+02 -0.211379E+02   -133.490   -160.129   -389.640     568
   569.00000 -0.124969E+03  0.115547E+03 -0.124972E+03  0.978691E+02 -0.211584E+02   -212.177   -204.419   -367.506     569
   570.00000 -0.125829E+03  0.115656E+03 -0.125832E+03  0.979784E+02 -0.211855E+02   -151.792   -174.641   -338.105     570
   571.00000 -0.125829E+03  0.115910E+03 -0.125833E+03  0.982323E+02 -0.212208E+02   -217.126   -208.634   -308.081     571
   572.00000 -0.125829E+03  0.116155E+03 -0.125833E+03  0.984775E+02 -0.212691E+02   -250.544   -236.283   -286.989     572
   573.00000 -0.125829E+03  0.116522E+03 -0.125835E+03  0.988447E+02 -0.213283E+02   -292.595   -269.769   -271.347     573
   574.00000 -0.125979E+03  0.116932E+03 -0.125985E+03  0.992543E+02 -0.213939E+02   -296.562   -293.884   -261.215     574
   575.00000 -0.125962E+03  0.117407E+03 -0.125968E+03  0.997291E+02 -0.214639E+02   -409.381   -353.035   -257.433     575
   576.00000 -0.125946E+03  0.117881E+03 -0.125952E+03  0.100203E+03 -0.215345E+02   -538.255   -427.523   -257.780     576
   577.00000 -0.126176E+03  0.118279E+03 -0.126182E+03  0.100602E+03 -0.216042E+02   -407.118   -432.509   -260.017     577
   578.00000 -0.126186E+03  0.118608E+03 -0.126192E+03  0.100930E+03 -0.216715E+02   -570.605   -484.995   -264.109     578
   579.00000 -0.126186E+03  0.119078E+03 -0.126193E+03  0.101400E+03 -0.217354E+02   -785.566   -590.317   -269.311     579
   580.00000 -0.127386E+03  0.119434E+03 -0.127393E+03  0.101757E+03 -0.217960E+02   -205.849   -367.666   -274.980     580
   581.00000 -0.127374E+03  0.119897E+03 -0.127381E+03  0.102219E+03 -0.218525E+02   -429.612   -424.479   -280.985     581
   582.00000 -0.128354E+03  0.120344E+03 -0.128361E+03  0.102667E+03 -0.219051E+02   -210.550   -332.281   -287.063     582
   583.00000 -0.128594E+03  0.120535E+03 -0.128601E+03  0.102857E+03 -0.219537E+02   -273.023   -320.659   -292.990     583
   584.00000 -0.128568E+03  0.120981E+03 -0.128577E+03  0.103303E+03 -0.219982E+02   -413.119   -385.459   -298.484     584
   585.00000 -0.128549E+03  0.121443E+03 -0.128557E+03  0.103766E+03 -0.220390E+02   -581.059   -482.447   -303.369     585
   586.00000 -0.132399E+03  0.121689E+03 -0.132407E+03  0.104011E+03 -0.220777E+02    -89.927   -133.324   -308.865     586
   587.00000 -0.133569E+03  0.122039E+03 -0.133577E+03  0.104361E+03 -0.221149E+02   -125.796   -141.948   -312.806     587
   588.00000 -0.133539E+03  0.122462E+03 -0.133549E+03  0.104785E+03 -0.221527E+02   -202.889   -190.958   -304.578     588
   589.00000 -0.133516E+03  0.122900E+03 -0.133526E+03  0.105223E+03 -0.222022E+02   -255.260   -234.040   -284.928     589
   590.00000 -0.133526E+03  0.123322E+03 -0.133536E+03  0.105645E+03 -0.222623E+02   -302.247   -274.967   -265.275     590
   591.00000 -0.133526E+03  0.123748E+03 -0.133536E+03  0.106070E+03 -0.223330E+02   -364.620   -320.025   -254.412     591
   592.00000 -0.133550E+03  0.124164E+03 -0.133559E+03  0.106486E+03 -0.224076E+02   -421.388   -365.945   -250.045     592
   593.00000 -0.135880E+03  0.124508E+03 -0.135889E+03  0.106831E+03 -0.224831E+02   -119.475   -174.594   -250.612     593
   594.00000 -0.137770E+03  0.124683E+03 -0.137779E+03  0.107006E+03 -0.225572E+02   -108.511   -129.314   -252.692     594
   595.00000 -0.137735E+03  0.125000E+03 -0.137744E+03  0.107323E+03 -0.226335E+02   -184.052   -174.169   -244.322     595
   596.00000 -0.137709E+03  0.125405E+03 -0.137719E+03  0.107727E+03 -0.227301E+02   -228.521   -210.054   -229.664     596
   597.00000 -0.137667E+03  0.125814E+03 -0.137678E+03  0.108137E+03 -0.228465E+02   -279.497   -248.558   -219.377     597
   598.00000 -0.137917E+03  0.126118E+03 -0.137928E+03  0.108441E+03 -0.229714E+02   -243.252   -249.039   -214.749     598
   599.00000 -0.137910E+03  0.126470E+03 -0.137921E+03  0.108793E+03 -0.230983E+02   -309.942   -282.225   -215.486     599
   600.00000 -0.137881E+03  0.126866E+03 -0.137893E+03  0.109189E+03 -0.232203E+02   -378.490   -325.233   -218.674     600
   601.00000 -0.141812E+03  0.126985E+03 -0.141823E+03  0.109308E+03 -0.233373E+02    -82.125   -105.953   -222.756     601
   602.00000 -0.143130E+03  0.127321E+03 -0.143142E+03  0.109643E+03 -0.234517E+02   -110.724   -118.647   -218.270     602
   603.00000 -0.143087E+03  0.127667E+03 -0.143099E+03  0.109989E+03 -0.236044E+02   -172.749   -159.274   -189.849     603
   604.00000 -0.143027E+03  0.128031E+03 -0.143039E+03  0.110353E+03 -0.238320E+02   -210.723   -190.475   -176.161     604
   605.00000 -0.142973E+03  0.128403E+03 -0.142985E+03  0.110726E+03 -0.240799E+02   -247.938   -220.435   -172.873     605
   606.00000 -0.142925E+03  0.128758E+03 -0.142936E+03  0.111080E+03 -0.243127E+02   -287.131   -249.966   -176.434     606
   607.00000 -0.142888E+03  0.129102E+03 -0.142899E+03  0.111425E+03 -0.245224E+02   -323.959   -278.038   -181.624     607
   608.00000 -0.142898E+03  0.129319E+03 -0.142909E+03  0.111641E+03 -0.247180E+02   -322.632   -288.153   -187.766     608
   609.00000 -0.142898E+03  0.129541E+03 -0.142909E+03  0.111863E+03 -0.248841E+02   -340.645   -302.830   -195.552     609
   610.00000 -0.142856E+03  0.129822E+03 -0.142868E+03  0.112145E+03 -0.250333E+02   -389.507   -330.461   -203.641     610
   611.00000 -0.142818E+03  0.130119E+03 -0.142830E+03  0.112441E+03 -0.251695E+02   -445.117   -364.058   -211.376     611
   612.00000 -0.142787E+03  0.130457E+03 -0.142799E+03  0.112779E+03 -0.252898E+02   -507.247   -401.181   -218.780     612
   613.00000 -0.142787E+03  0.130748E+03 -0.142798E+03  0.113071E+03 -0.253977E+02   -567.741   -446.366   -226.033     613
