 ******* Program HYDRUS
 ******* None                                                                    
 Date:   0.**.    Time: ***:**:**
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

     546.0000  0.00000E+00  0.49899E+00  0.73086E-08  0.49899E+00 -0.28236E-01 -0.11216E+03  0.10661E+03 -0.11217E+03  0.89552E+02 -0.20721E+02 -0.75446E+03 -0.62187E+03 -0.34670E+03  0.00000E+00  0.70648E-02  0.13664E+02  0.11911E+03  0.69795E+01   3861  0.00000E+00      0.000
     547.0000 -0.47000E+00  0.29599E+00 -0.47000E+00  0.29599E+00 -0.27565E-01 -0.11263E+03  0.10690E+03 -0.11264E+03  0.89848E+02 -0.20749E+02 -0.35098E+03 -0.53900E+03 -0.34932E+03  0.00000E+00  0.71156E-02  0.13808E+02  0.11958E+03  0.69795E+01   3875  0.00000E+00      0.000
     548.0000  0.14464E-01  0.50987E+00  0.14464E-01  0.50987E+00 -0.26777E-01 -0.11262E+03  0.10741E+03 -0.11262E+03  0.90358E+02 -0.20776E+02 -0.74069E+03 -0.67457E+03 -0.35243E+03  0.00000E+00  0.71156E-02  0.13310E+02  0.11959E+03  0.70027E+01   3879  0.00000E+00      0.000
     549.0000  0.33820E-02  0.49347E+00  0.33820E-02  0.49347E+00 -0.25868E-01 -0.11261E+03  0.10791E+03 -0.11262E+03  0.90851E+02 -0.20802E+02 -0.12770E+04 -0.93291E+03 -0.35598E+03  0.00000E+00  0.71156E-02  0.12781E+02  0.11959E+03  0.70062E+01   3881  0.00000E+00      0.000
     550.0000  0.00000E+00  0.50874E+00  0.16144E-02  0.47150E+00 -0.24880E-01 -0.11261E+03  0.10841E+03 -0.11262E+03  0.91338E+02 -0.20827E+02 -0.25929E+04 -0.14743E+04 -0.35987E+03  0.00000E+00  0.71156E-02  0.12258E+02  0.11959E+03  0.70071E+01   3883  0.00000E+00      0.000
     551.0000 -0.62000E+00  0.37908E+00 -0.62000E+00  0.36826E+00 -0.23832E-01 -0.11323E+03  0.10879E+03 -0.11324E+03  0.91699E+02 -0.20851E+02 -0.38660E+03 -0.11219E+04 -0.36401E+03  0.00000E+00  0.71361E-02  0.12493E+02  0.12021E+03  0.70071E+01   3907  0.00000E+00      0.000
     552.0000  0.10081E-01  0.44309E+00  0.10081E-01  0.42661E+00 -0.22702E-01 -0.11322E+03  0.10924E+03 -0.11323E+03  0.92129E+02 -0.20874E+02 -0.11304E+04 -0.13664E+04 -0.36845E+03  0.00000E+00  0.71361E-02  0.12035E+02  0.12021E+03  0.70170E+01   3913  0.00000E+00      0.000
     553.0000 -0.18000E+00  0.50812E+00 -0.18000E+00  0.44153E+00 -0.21504E-01 -0.11340E+03  0.10974E+03 -0.11341E+03  0.92594E+02 -0.20896E+02 -0.78366E+03 -0.18650E+04 -0.37316E+03  0.00000E+00  0.71523E-02  0.11722E+02  0.12039E+03  0.70170E+01   3926  0.00000E+00      0.000
     554.0000 -0.61000E+00  0.48589E+00 -0.61000E+00  0.41803E+00 -0.20234E-01 -0.11401E+03  0.11023E+03 -0.11402E+03  0.93006E+02 -0.20917E+02 -0.37740E+03 -0.18058E+04 -0.37815E+03  0.00000E+00  0.71579E-02  0.11899E+02  0.12100E+03  0.70170E+01   3943  0.00000E+00      0.000
     555.0000 -0.36000E+00  0.12531E+00 -0.36000E+00  0.12220E+00 -0.18857E-01 -0.11437E+03  0.11036E+03 -0.11438E+03  0.93123E+02 -0.20937E+02 -0.39206E+03 -0.11223E+04 -0.38357E+03  0.00000E+00  0.72480E-02  0.12121E+02  0.12136E+03  0.70170E+01   3957  0.00000E+00      0.000
     556.0000 -0.25000E+00  0.31345E+00 -0.25000E+00  0.31206E+00 -0.17895E-01 -0.11462E+03  0.11067E+03 -0.11463E+03  0.93433E+02 -0.20955E+02 -0.45095E+03 -0.10045E+04 -0.39065E+03  0.00000E+00  0.72951E-02  0.12045E+02  0.12161E+03  0.70170E+01   3970  0.00000E+00      0.000
     557.0000  0.71380E-02  0.47634E+00  0.71380E-02  0.47199E+00 -0.17236E-01 -0.11462E+03  0.11115E+03 -0.11462E+03  0.93907E+02 -0.20972E+02 -0.96279E+03 -0.12463E+04 -0.39749E+03  0.00000E+00  0.72951E-02  0.11586E+02  0.12162E+03  0.70331E+01   3974  0.00000E+00      0.000
     558.0000  0.00000E+00  0.53983E+00  0.13340E-02  0.43849E+00 -0.16602E-01 -0.11462E+03  0.11169E+03 -0.11462E+03  0.94376E+02 -0.20989E+02 -0.19396E+04 -0.19813E+04 -0.40408E+03  0.00000E+00  0.72951E-02  0.11060E+02  0.12162E+03  0.70340E+01   3976  0.00000E+00      0.000
     559.0000  0.00000E+00  0.52326E+00  0.50502E-02  0.24978E+00 -0.15983E-01 -0.11462E+03  0.11221E+03 -0.11462E+03  0.94690E+02 -0.21005E+02 -0.46348E+04 -0.34870E+04 -0.41051E+03  0.00000E+00  0.72951E-02  0.10635E+02  0.12162E+03  0.70375E+01   3978  0.00000E+00      0.000
     560.0000 -0.90000E-01  0.30871E+00 -0.90074E-01  0.15181E+00 -0.15376E-01 -0.11471E+03  0.11252E+03 -0.11471E+03  0.94851E+02 -0.21021E+02 -0.14922E+04 -0.38596E+04 -0.41682E+03  0.74379E-04  0.74735E-02  0.10544E+02  0.12171E+03  0.70375E+01   3991  0.00000E+00      0.000
     561.0000 -0.54700E+01  0.10454E+00 -0.54700E+01  0.10454E+00 -0.14782E-01 -0.12018E+03  0.11262E+03 -0.12018E+03  0.94944E+02 -0.21036E+02 -0.78922E+02 -0.15700E+03 -0.42298E+03  0.00000E+00  0.75246E-02  0.15905E+02  0.12718E+03  0.70375E+01   4082  0.00000E+00      0.000
     562.0000 -0.10000E-01  0.36107E+00 -0.99995E-02  0.36107E+00 -0.14202E-01 -0.12019E+03  0.11298E+03 -0.12019E+03  0.95305E+02 -0.21051E+02 -0.20696E+03 -0.21110E+03 -0.42901E+03  0.00000E+00  0.75887E-02  0.15542E+02  0.12719E+03  0.70375E+01   4098  0.00000E+00      0.000
     563.0000  0.00000E+00  0.50675E+00 -0.45837E-06  0.50675E+00 -0.13679E-01 -0.12019E+03  0.11349E+03 -0.12019E+03  0.95812E+02 -0.21064E+02 -0.29064E+03 -0.27923E+03 -0.43438E+03  0.00000E+00  0.75887E-02  0.15046E+02  0.12719E+03  0.70375E+01   4102  0.00000E+00      0.000
     564.0000 -0.68000E+00  0.40456E+00 -0.68000E+00  0.40456E+00 -0.13412E-01 -0.12087E+03  0.11389E+03 -0.12087E+03  0.96217E+02 -0.21078E+02 -0.20819E+03 -0.26120E+03 -0.43718E+03  0.00000E+00  0.76142E-02  0.15307E+02  0.12787E+03  0.70375E+01   4115  0.00000E+00      0.000
     565.0000 -0.18800E+01  0.25778E+00 -0.18800E+01  0.25778E+00 -0.13676E-01 -0.12275E+03  0.11415E+03 -0.12275E+03  0.96475E+02 -0.21091E+02 -0.12355E+03 -0.16612E+03 -0.43450E+03  0.00000E+00  0.76509E-02  0.16914E+02  0.12975E+03  0.70375E+01   4128  0.00000E+00      0.000
     566.0000  0.68400E-02  0.51244E+00  0.68404E-02  0.51244E+00 -0.14537E-01 -0.12274E+03  0.11466E+03 -0.12274E+03  0.96987E+02 -0.21106E+02 -0.23035E+03 -0.22396E+03 -0.42562E+03  0.00000E+00  0.76509E-02  0.16423E+02  0.12975E+03  0.70433E+01   4132  0.00000E+00      0.000
     567.0000 -0.97000E+00  0.44735E+00 -0.97000E+00  0.44735E+00 -0.15950E-01 -0.12371E+03  0.11511E+03 -0.12371E+03  0.97434E+02 -0.21121E+02 -0.16484E+03 -0.20128E+03 -0.41083E+03  0.00000E+00  0.76672E-02  0.16930E+02  0.13072E+03  0.70433E+01   4145  0.00000E+00      0.000
     568.0000 -0.12500E+01  0.11922E+00 -0.12500E+01  0.11922E+00 -0.17997E-01 -0.12496E+03  0.11523E+03 -0.12496E+03  0.97554E+02 -0.21138E+02 -0.13349E+03 -0.16013E+03 -0.38964E+03  0.00000E+00  0.77492E-02  0.18040E+02  0.13197E+03  0.70433E+01   4158  0.00000E+00      0.000
     569.0000 -0.10000E-01  0.31557E+00 -0.99991E-02  0.31557E+00 -0.22944E-01 -0.12497E+03  0.11555E+03 -0.12497E+03  0.97869E+02 -0.21158E+02 -0.21218E+03 -0.20442E+03 -0.36751E+03  0.00000E+00  0.77983E-02  0.17716E+02  0.13198E+03  0.70433E+01   4171  0.00000E+00      0.000
     570.0000 -0.86000E+00  0.10933E+00 -0.86000E+00  0.10933E+00 -0.30431E-01 -0.12583E+03  0.11566E+03 -0.12583E+03  0.97978E+02 -0.21186E+02 -0.15179E+03 -0.17464E+03 -0.33811E+03  0.00000E+00  0.78499E-02  0.18438E+02  0.13284E+03  0.70433E+01   4184  0.00000E+00      0.000
     571.0000  0.00000E+00  0.25384E+00  0.60213E-06  0.25384E+00 -0.38089E-01 -0.12583E+03  0.11591E+03 -0.12583E+03  0.98232E+02 -0.21221E+02 -0.21713E+03 -0.20863E+03 -0.30808E+03  0.00000E+00  0.78499E-02  0.18185E+02  0.13284E+03  0.70433E+01   4188  0.00000E+00      0.000
     572.0000  0.00000E+00  0.24519E+00 -0.12451E-06  0.24519E+00 -0.51345E-01 -0.12583E+03  0.11615E+03 -0.12583E+03  0.98477E+02 -0.21269E+02 -0.25054E+03 -0.23628E+03 -0.28699E+03  0.00000E+00  0.78499E-02  0.17888E+02  0.13284E+03  0.70434E+01   4190  0.00000E+00      0.000
     573.0000  0.00000E+00  0.36722E+00  0.45976E-06  0.36722E+00 -0.61587E-01 -0.12583E+03  0.11652E+03 -0.12583E+03  0.98845E+02 -0.21328E+02 -0.29259E+03 -0.26977E+03 -0.27135E+03  0.00000E+00  0.78499E-02  0.17523E+02  0.13284E+03  0.70434E+01   4192  0.00000E+00      0.000
     574.0000 -0.15000E+00  0.40963E+00 -0.15000E+00  0.40963E+00 -0.68081E-01 -0.12598E+03  0.11693E+03 -0.12598E+03  0.99254E+02 -0.21394E+02 -0.29656E+03 -0.29388E+03 -0.26122E+03  0.00000E+00  0.78605E-02  0.17198E+02  0.13299E+03  0.70434E+01   4205  0.00000E+00      0.000
     575.0000  0.17013E-01  0.47482E+00  0.17013E-01  0.47482E+00 -0.70628E-01 -0.12596E+03  0.11741E+03 -0.12597E+03  0.99729E+02 -0.21464E+02 -0.40938E+03 -0.35304E+03 -0.25743E+03  0.00000E+00  0.78605E-02  0.16653E+02  0.13300E+03  0.70700E+01   4208  0.00000E+00      0.000
     576.0000  0.16114E-01  0.47385E+00  0.16114E-01  0.47385E+00 -0.70507E-01 -0.12595E+03  0.11788E+03 -0.12595E+03  0.10020E+03 -0.21535E+02 -0.53826E+03 -0.42752E+03 -0.25778E+03  0.00000E+00  0.78605E-02  0.16092E+02  0.13300E+03  0.70861E+01   4210  0.00000E+00      0.000
     577.0000 -0.23000E+00  0.39855E+00 -0.23000E+00  0.39855E+00 -0.68840E-01 -0.12618E+03  0.11828E+03 -0.12618E+03  0.10060E+03 -0.21604E+02 -0.40712E+03 -0.43251E+03 -0.26002E+03  0.00000E+00  0.78793E-02  0.15853E+02  0.13323E+03  0.70861E+01   4223  0.00000E+00      0.000
     578.0000 -0.10000E-01  0.32856E+00 -0.10000E-01  0.32856E+00 -0.66120E-01 -0.12619E+03  0.11861E+03 -0.12619E+03  0.10093E+03 -0.21672E+02 -0.57061E+03 -0.48499E+03 -0.26411E+03  0.00000E+00  0.78968E-02  0.15466E+02  0.13324E+03  0.70861E+01   4236  0.00000E+00      0.000
     579.0000  0.00000E+00  0.47008E+00 -0.40942E-07  0.47009E+00 -0.62674E-01 -0.12619E+03  0.11908E+03 -0.12619E+03  0.10140E+03 -0.21735E+02 -0.78557E+03 -0.59032E+03 -0.26931E+03  0.00000E+00  0.78968E-02  0.14968E+02  0.13324E+03  0.70861E+01   4239  0.00000E+00      0.000
     580.0000 -0.12000E+01  0.35628E+00 -0.12000E+01  0.35628E+00 -0.58900E-01 -0.12739E+03  0.11943E+03 -0.12739E+03  0.10176E+03 -0.21796E+02 -0.20585E+03 -0.36767E+03 -0.27498E+03  0.00000E+00  0.79252E-02  0.15750E+02  0.13444E+03  0.70861E+01   4258  0.00000E+00      0.000
     581.0000  0.12621E-01  0.46266E+00  0.12621E-01  0.46266E+00 -0.54918E-01 -0.12737E+03  0.11990E+03 -0.12738E+03  0.10222E+03 -0.21852E+02 -0.42961E+03 -0.42448E+03 -0.28099E+03  0.00000E+00  0.79252E-02  0.15233E+02  0.13445E+03  0.71084E+01   4263  0.00000E+00      0.000
     582.0000 -0.98000E+00  0.44740E+00 -0.98000E+00  0.44740E+00 -0.50885E-01 -0.12835E+03  0.12034E+03 -0.12836E+03  0.10267E+03 -0.21905E+02 -0.21055E+03 -0.33228E+03 -0.28706E+03  0.00000E+00  0.79291E-02  0.15713E+02  0.13543E+03  0.71084E+01   4277  0.00000E+00      0.000
     583.0000 -0.24000E+00  0.19065E+00 -0.24000E+00  0.19065E+00 -0.46951E-01 -0.12859E+03  0.12053E+03 -0.12860E+03  0.10286E+03 -0.21954E+02 -0.27302E+03 -0.32066E+03 -0.29299E+03  0.00000E+00  0.79933E-02  0.15711E+02  0.13567E+03  0.71084E+01   4290  0.00000E+00      0.000
     584.0000  0.25410E-01  0.44627E+00  0.25410E-01  0.44627E+00 -0.43304E-01 -0.12857E+03  0.12098E+03 -0.12858E+03  0.10330E+03 -0.21998E+02 -0.41312E+03 -0.38546E+03 -0.29848E+03  0.00000E+00  0.79933E-02  0.15259E+02  0.13567E+03  0.71322E+01   4293  0.00000E+00      0.000
     585.0000  0.19491E-01  0.46232E+00  0.19491E-01  0.46232E+00 -0.40062E-01 -0.12855E+03  0.12144E+03 -0.12856E+03  0.10377E+03 -0.22039E+02 -0.58106E+03 -0.48245E+03 -0.30337E+03  0.00000E+00  0.79933E-02  0.14741E+02  0.13567E+03  0.71515E+01   4295  0.00000E+00      0.000
     586.0000 -0.38500E+01  0.24525E+00 -0.38500E+01  0.24525E+00 -0.37850E-01 -0.13240E+03  0.12169E+03 -0.13241E+03  0.10401E+03 -0.22078E+02 -0.89927E+02 -0.13332E+03 -0.30886E+03  0.00000E+00  0.80475E-02  0.18305E+02  0.13952E+03  0.71515E+01   4324  0.00000E+00      0.000
     587.0000 -0.11700E+01  0.35035E+00 -0.11700E+01  0.35035E+00 -0.36851E-01 -0.13357E+03  0.12204E+03 -0.13358E+03  0.10436E+03 -0.22115E+02 -0.12580E+03 -0.14195E+03 -0.31281E+03  0.00000E+00  0.80738E-02  0.19089E+02  0.14069E+03  0.71515E+01   4337  0.00000E+00      0.000
     588.0000  0.29374E-01  0.42351E+00  0.29375E-01  0.42351E+00 -0.39253E-01 -0.13354E+03  0.12246E+03 -0.13355E+03  0.10478E+03 -0.22153E+02 -0.20289E+03 -0.19096E+03 -0.30458E+03  0.00000E+00  0.80738E-02  0.18616E+02  0.14070E+03  0.71905E+01   4341  0.00000E+00      0.000
     589.0000  0.22993E-01  0.43762E+00  0.22993E-01  0.43762E+00 -0.52646E-01 -0.13352E+03  0.12290E+03 -0.13353E+03  0.10522E+03 -0.22202E+02 -0.25526E+03 -0.23404E+03 -0.28493E+03  0.00000E+00  0.80738E-02  0.18111E+02  0.14070E+03  0.72133E+01   4343  0.00000E+00      0.000
     590.0000 -0.10000E-01  0.42205E+00 -0.10000E-01  0.42205E+00 -0.65414E-01 -0.13353E+03  0.12332E+03 -0.13354E+03  0.10564E+03 -0.22262E+02 -0.30225E+03 -0.27497E+03 -0.26528E+03  0.00000E+00  0.80777E-02  0.17639E+02  0.14071E+03  0.72133E+01   4356  0.00000E+00      0.000
     591.0000  0.00000E+00  0.42546E+00  0.18439E-06  0.42546E+00 -0.72721E-01 -0.13353E+03  0.12375E+03 -0.13354E+03  0.10607E+03 -0.22333E+02 -0.36462E+03 -0.32003E+03 -0.25441E+03  0.00000E+00  0.80777E-02  0.17143E+02  0.14071E+03  0.72133E+01   4359  0.00000E+00      0.000
     592.0000 -0.23053E-01  0.41641E+00 -0.23053E-01  0.41641E+00 -0.75484E-01 -0.13355E+03  0.12416E+03 -0.13356E+03  0.10649E+03 -0.22408E+02 -0.42139E+03 -0.36594E+03 -0.25004E+03  0.00000E+00  0.80800E-02  0.16675E+02  0.14077E+03  0.72503E+01   4372  0.00000E+00      0.000
     593.0000 -0.23300E+01  0.34429E+00 -0.23300E+01  0.34429E+00 -0.75068E-01 -0.13588E+03  0.12451E+03 -0.13589E+03  0.10683E+03 -0.22483E+02 -0.11948E+03 -0.17459E+03 -0.25061E+03  0.00000E+00  0.80980E-02  0.18585E+02  0.14310E+03  0.72503E+01   4392  0.00000E+00      0.000
     594.0000 -0.18900E+01  0.17513E+00 -0.18900E+01  0.17513E+00 -0.73691E-01 -0.13777E+03  0.12468E+03 -0.13778E+03  0.10701E+03 -0.22557E+02 -0.10851E+03 -0.12931E+03 -0.25269E+03  0.00000E+00  0.81403E-02  0.20224E+02  0.14499E+03  0.72503E+01   4405  0.00000E+00      0.000
     595.0000  0.35063E-01  0.31673E+00  0.35064E-01  0.31673E+00 -0.79128E-01 -0.13773E+03  0.12500E+03 -0.13774E+03  0.10732E+03 -0.22634E+02 -0.18405E+03 -0.17417E+03 -0.24432E+03  0.00000E+00  0.81403E-02  0.19831E+02  0.14499E+03  0.72845E+01   4409  0.00000E+00      0.000
     596.0000  0.25821E-01  0.40455E+00  0.25821E-01  0.40455E+00 -0.10215E+00 -0.13771E+03  0.12540E+03 -0.13772E+03  0.10773E+03 -0.22730E+02 -0.22852E+03 -0.21005E+03 -0.22966E+03  0.00000E+00  0.81403E-02  0.19333E+02  0.14500E+03  0.73195E+01   4411  0.00000E+00      0.000
     597.0000  0.41355E-01  0.40976E+00  0.41355E-01  0.40976E+00 -0.11999E+00 -0.13767E+03  0.12581E+03 -0.13768E+03  0.10814E+03 -0.22847E+02 -0.27950E+03 -0.24856E+03 -0.21938E+03  0.00000E+00  0.81403E-02  0.18769E+02  0.14500E+03  0.73608E+01   4413  0.00000E+00      0.000
     598.0000 -0.25000E+00  0.30375E+00 -0.25000E+00  0.30375E+00 -0.12729E+00 -0.13792E+03  0.12612E+03 -0.13793E+03  0.10844E+03 -0.22971E+02 -0.24325E+03 -0.24904E+03 -0.21475E+03  0.00000E+00  0.81668E-02  0.18589E+02  0.14525E+03  0.73608E+01   4426  0.00000E+00      0.000
     599.0000  0.77200E-02  0.35217E+00  0.77203E-02  0.35217E+00 -0.12605E+00 -0.13791E+03  0.12647E+03 -0.13792E+03  0.10879E+03 -0.23098E+02 -0.30994E+03 -0.28222E+03 -0.21549E+03  0.00000E+00  0.81668E-02  0.18114E+02  0.14527E+03  0.73883E+01   4429  0.00000E+00      0.000
     600.0000  0.28154E-01  0.39573E+00  0.28154E-01  0.39572E+00 -0.12071E+00 -0.13788E+03  0.12687E+03 -0.13789E+03  0.10919E+03 -0.23220E+02 -0.37849E+03 -0.32523E+03 -0.21867E+03  0.00000E+00  0.81668E-02  0.17583E+02  0.14527E+03  0.74160E+01   4431  0.00000E+00      0.000
     601.0000 -0.39300E+01  0.11899E+00 -0.39300E+01  0.11899E+00 -0.11357E+00 -0.14181E+03  0.12699E+03 -0.14182E+03  0.10931E+03 -0.23337E+02 -0.82125E+02 -0.10595E+03 -0.22276E+03  0.00000E+00  0.82359E-02  0.21274E+02  0.14920E+03  0.74160E+01   4455  0.00000E+00      0.000
     602.0000 -0.13188E+01  0.33576E+00 -0.13188E+01  0.33576E+00 -0.12064E+00 -0.14313E+03  0.12732E+03 -0.14314E+03  0.10964E+03 -0.23452E+02 -0.11072E+03 -0.11865E+03 -0.21827E+03  0.00000E+00  0.82902E-02  0.22145E+02  0.15052E+03  0.74173E+01   4468  0.00000E+00      0.000
     603.0000  0.43199E-01  0.34585E+00  0.43200E-01  0.34585E+00 -0.17594E+00 -0.14309E+03  0.12767E+03 -0.14310E+03  0.10999E+03 -0.23604E+02 -0.17275E+03 -0.15927E+03 -0.18985E+03  0.00000E+00  0.82902E-02  0.21606E+02  0.15053E+03  0.74704E+01   4472  0.00000E+00      0.000
     604.0000  0.59697E-01  0.36388E+00  0.59697E-01  0.36388E+00 -0.23864E+00 -0.14303E+03  0.12803E+03 -0.14304E+03  0.11035E+03 -0.23832E+02 -0.21072E+03 -0.19048E+03 -0.17616E+03  0.00000E+00  0.82902E-02  0.20960E+02  0.15053E+03  0.75300E+01   4474  0.00000E+00      0.000
     605.0000  0.54473E-01  0.37294E+00  0.54472E-01  0.37294E+00 -0.24885E+00 -0.14297E+03  0.12840E+03 -0.14298E+03  0.11073E+03 -0.24080E+02 -0.24794E+03 -0.22044E+03 -0.17287E+03  0.00000E+00  0.82902E-02  0.20290E+02  0.15053E+03  0.75843E+01   4476  0.00000E+00      0.000
     606.0000  0.48403E-01  0.35411E+00  0.48873E-01  0.35411E+00 -0.23286E+00 -0.14292E+03  0.12876E+03 -0.14294E+03  0.11108E+03 -0.24313E+02 -0.28713E+03 -0.24997E+03 -0.17643E+03  0.00000E+00  0.82902E-02  0.19636E+02  0.15053E+03  0.76332E+01   4477  0.00000E+00      0.000
     607.0000  0.36683E-01  0.34479E+00  0.36916E-01  0.34479E+00 -0.20970E+00 -0.14289E+03  0.12910E+03 -0.14290E+03  0.11142E+03 -0.24522E+02 -0.32396E+03 -0.27804E+03 -0.18162E+03  0.00000E+00  0.82902E-02  0.19035E+02  0.15053E+03  0.76701E+01   4478  0.00000E+00      0.000
     608.0000 -0.10000E-01  0.21617E+00 -0.10000E-01  0.21617E+00 -0.18355E+00 -0.14290E+03  0.12932E+03 -0.14291E+03  0.11164E+03 -0.24718E+02 -0.32263E+03 -0.28815E+03 -0.18777E+03  0.00000E+00  0.83223E-02  0.18632E+02  0.15054E+03  0.76701E+01   4491  0.00000E+00      0.000
     609.0000  0.00000E+00  0.22205E+00  0.26718E-06  0.22205E+00 -0.16006E+00 -0.14290E+03  0.12954E+03 -0.14291E+03  0.11186E+03 -0.24884E+02 -0.34064E+03 -0.30283E+03 -0.19555E+03  0.00000E+00  0.83223E-02  0.18245E+02  0.15054E+03  0.76701E+01   4494  0.00000E+00      0.000
     610.0000  0.41711E-01  0.28146E+00  0.41711E-01  0.28146E+00 -0.14609E+00 -0.14286E+03  0.12982E+03 -0.14287E+03  0.11214E+03 -0.25033E+02 -0.38951E+03 -0.33046E+03 -0.20364E+03  0.00000E+00  0.83223E-02  0.17793E+02  0.15054E+03  0.77113E+01   4496  0.00000E+00      0.000
     611.0000  0.37646E-01  0.29664E+00  0.37646E-01  0.29664E+00 -0.13293E+00 -0.14282E+03  0.13012E+03 -0.14283E+03  0.11244E+03 -0.25169E+02 -0.44512E+03 -0.36406E+03 -0.21138E+03  0.00000E+00  0.83223E-02  0.17330E+02  0.15054E+03  0.77488E+01   4498  0.00000E+00      0.000
     612.0000  0.31725E-01  0.33793E+00  0.30693E-01  0.33793E+00 -0.12031E+00 -0.14279E+03  0.13046E+03 -0.14280E+03  0.11278E+03 -0.25290E+02 -0.50725E+03 -0.40118E+03 -0.21878E+03  0.00000E+00  0.83223E-02  0.16881E+02  0.15054E+03  0.77795E+01   4499  0.00000E+00      0.000
     613.0000  0.00000E+00  0.29180E+00  0.11532E-02  0.29180E+00 -0.10798E+00 -0.14279E+03  0.13075E+03 -0.14280E+03  0.11307E+03 -0.25398E+02 -0.56774E+03 -0.44637E+03 -0.22603E+03  0.00000E+00  0.83223E-02  0.16435E+02  0.15054E+03  0.77806E+01   4500  0.00000E+00      0.000
     614.0000  0.00000E+00  0.34486E+00 -0.13265E-02  0.34486E+00 -0.95919E-01 -0.14279E+03  0.13109E+03 -0.14280E+03  0.11342E+03 -0.25494E+02 -0.63231E+03 -0.48521E+03 -0.23313E+03  0.00000E+00  0.83223E-02  0.16048E+02  0.15054E+03  0.77806E+01   4501  0.00000E+00      0.000
     615.0000  0.00000E+00  0.34408E+00  0.19424E-04  0.34408E+00 -0.83802E-01 -0.14279E+03  0.13144E+03 -0.14280E+03  0.11376E+03 -0.25577E+02 -0.76258E+03 -0.55243E+03 -0.24021E+03  0.00000E+00  0.83223E-02  0.15619E+02  0.15054E+03  0.77806E+01   4502  0.00000E+00      0.000
     616.0000 -0.23000E+00  0.27595E+00 -0.23000E+00  0.27595E+00 -0.76144E-01 -0.14302E+03  0.13171E+03 -0.14303E+03  0.11404E+03 -0.25656E+02 -0.46666E+03 -0.51311E+03 -0.24898E+03  0.00000E+00  0.83393E-02  0.15493E+02  0.15077E+03  0.77806E+01   4515  0.00000E+00      0.000
     617.0000 -0.82706E+00  0.27943E+00 -0.82706E+00  0.27943E+00 -0.70564E-01 -0.14384E+03  0.13199E+03 -0.14386E+03  0.11432E+03 -0.25729E+02 -0.23760E+03 -0.37339E+03 -0.25739E+03  0.00000E+00  0.83402E-02  0.15968E+02  0.15162E+03  0.78036E+01   4530  0.00000E+00      0.000
     618.0000  0.39151E-01  0.31854E+00  0.39151E-01  0.31854E+00 -0.65296E-01 -0.14380E+03  0.13231E+03 -0.14382E+03  0.11463E+03 -0.25797E+02 -0.43922E+03 -0.41686E+03 -0.26533E+03  0.00000E+00  0.83402E-02  0.15553E+02  0.15163E+03  0.78525E+01   4534  0.00000E+00      0.000
     619.0000  0.50680E-01  0.28392E+00  0.50680E-01  0.28392E+00 -0.60413E-01 -0.14375E+03  0.13260E+03 -0.14377E+03  0.11492E+03 -0.25858E+02 -0.59515E+03 -0.48317E+03 -0.27266E+03  0.00000E+00  0.83402E-02  0.15145E+02  0.15163E+03  0.79035E+01   4536  0.00000E+00      0.000
     620.0000  0.33294E-01  0.31169E+00  0.33294E-01  0.31169E+00 -0.55897E-01 -0.14372E+03  0.13291E+03 -0.14373E+03  0.11523E+03 -0.25915E+02 -0.76266E+03 -0.56070E+03 -0.27952E+03  0.00000E+00  0.83402E-02  0.14757E+02  0.15164E+03  0.79464E+01   4538  0.00000E+00      0.000
     621.0000 -0.48600E+01  0.26864E+00 -0.48600E+01  0.26864E+00 -0.51593E-01 -0.14858E+03  0.13318E+03 -0.14859E+03  0.11550E+03 -0.25969E+02 -0.77846E+02 -0.11098E+03 -0.28600E+03  0.00000E+00  0.83510E-02  0.19294E+02  0.15650E+03  0.79464E+01   4575  0.00000E+00      0.000
     622.0000 -0.13000E+00  0.72568E-01 -0.13000E+00  0.72568E-01 -0.48476E-01 -0.14871E+03  0.13325E+03 -0.14872E+03  0.11557E+03 -0.26018E+02 -0.15583E+03 -0.15491E+03 -0.29078E+03  0.00000E+00  0.84000E-02  0.19300E+02  0.15663E+03  0.79464E+01   4589  0.00000E+00      0.000
     623.0000 -0.39000E+00  0.51797E-01 -0.39000E+00  0.51797E-01 -0.55271E-01 -0.14910E+03  0.13330E+03 -0.14911E+03  0.11562E+03 -0.26069E+02 -0.15874E+03 -0.16411E+03 -0.28035E+03  0.00000E+00  0.84052E-02  0.19587E+02  0.15702E+03  0.79464E+01   4602  0.00000E+00      0.000
     624.0000 -0.64000E+00  0.10209E+00 -0.64000E+00  0.10209E+00 -0.72958E-01 -0.14974E+03  0.13340E+03 -0.14975E+03  0.11572E+03 -0.26134E+02 -0.14792E+03 -0.15872E+03 -0.25385E+03  0.00000E+00  0.84178E-02  0.20061E+02  0.15766E+03  0.79464E+01   4615  0.00000E+00      0.000
